iou_topk,mass_frac,roc_auc,pr_auc,filename,image_type
0.028745733168712324,0.33547934889793396,0.6022761435917625,0.3272771497885849,000000000030.png,samecat
0.014177262275125118,0.5015831589698792,0.5739437747230789,0.49293498996010543,000000000030.png,diffcat
0.04244083708194798,0.7591978311538696,0.785607444658897,0.6204094847100051,000000000042.png,samecat
0.024536799974919796,0.8420359492301941,0.8538619904859622,0.7821786937142311,000000000042.png,diffcat
0.005650104441324522,0.10580578446388245,0.601365521324126,0.11744847542960352,000000000071.png,samecat
0.02442402115069873,0.43340229988098145,0.6543061820437737,0.39737901662551306,000000000071.png,diffcat
0.021178912908956623,0.30605578422546387,0.6772085713263165,0.28418916284772716,000000000072.png,samecat
0.018353192502832728,0.6912648677825928,0.6942112450749414,0.6764648480792008,000000000072.png,diffcat
0.046047970853152514,0.40040069818496704,0.6905263856799906,0.3419033890864417,000000000073.png,samecat
0.03593972135342621,0.5181715488433838,0.7428837598189081,0.4603241336376547,000000000073.png,diffcat
0.023191063121795526,0.5631714463233948,0.6971802165445417,0.5076426174538091,000000000089.png,samecat
0.02559870297300465,0.8407254219055176,0.8501041703589476,0.8062476253417273,000000000089.png,diffcat
0.015523319456295951,0.6286259889602661,0.7290000725372765,0.6197408342139953,000000000092.png,samecat
0.016527136718128284,0.7834786176681519,0.7188835097351969,0.7716642495045987,000000000092.png,diffcat
0.04609777015437393,0.2977149784564972,0.6743331883581136,0.22202780843895756,000000000113.png,samecat
0.05887772194304858,0.4794021546840668,0.7839306944194055,0.4034015901756078,000000000113.png,diffcat
0.045646093604325935,0.48530519008636475,0.7777795940860737,0.527670056670119,000000000127.png,samecat
0.015363579279707516,0.8774601221084595,0.74297025116634,0.8495169037500849,000000000127.png,diffcat
0.015893324924808383,0.8943162560462952,0.8330885967270067,0.8862041746556351,000000000133.png,samecat
0.011526198904989116,0.977850615978241,0.9009275912376489,0.980031344833164,000000000133.png,diffcat
0.04998803541517109,0.5289743542671204,0.8111882364111801,0.5012670817102545,000000000136.png,samecat
0.027696809665877942,0.7241228222846985,0.7524203185334053,0.6290947612501085,000000000136.png,diffcat
0.04090887240213437,0.7140486240386963,0.8011694287041915,0.6374509705073999,000000000151.png,samecat
0.020372484373378463,0.9242488741874695,0.8424874901598971,0.8344328710622376,000000000151.png,diffcat
0.031683288002417646,0.6665413975715637,0.7090491736657574,0.5865649834598624,000000000165.png,samecat
0.01859748958725068,0.8179675936698914,0.7474422546118243,0.7640098967391021,000000000165.png,diffcat
