iou_topk,mass_frac,roc_auc,pr_auc,filename,image_type,attack_type
0.10879474534011402,0.3814264237880707,0.5828680288192912,0.351326447755973,000000000308.png,diffcat,deepfool
0.11576013953768119,0.23665615916252136,0.599297122697819,0.1977340397528185,000000000321.png,samecat,deepfool
0.23631990378833434,0.5239201188087463,0.786942525148952,0.5086198937634305,000000000321.png,diffcat,deepfool
0.23342584027135369,0.4279511868953705,0.781743209503908,0.43753527199840836,000000000328.png,samecat,deepfool
0.24118030756984446,0.6874826550483704,0.7972697487360656,0.6756753089825978,000000000328.png,diffcat,deepfool
0.07978961504028648,0.1839521825313568,0.6805149315373256,0.1773451956425872,000000000332.png,samecat,deepfool
0.24029829684226522,0.696427583694458,0.7792318075840194,0.6787791075321192,000000000332.png,diffcat,deepfool
0.021285432457688713,0.13039956986904144,0.39224315988996183,0.21769003229917616,000000000349.png,samecat,deepfool
0.07548003623748813,0.43277713656425476,0.5312152003537691,0.4522321311218224,000000000349.png,diffcat,deepfool
0.18766776952369063,0.39275702834129333,0.7717804566063501,0.40418469270732604,000000000370.png,samecat,deepfool
0.15566109039604958,0.4190484583377838,0.679433322798342,0.3995331165973801,000000000370.png,diffcat,deepfool
0.08470062446430758,0.23935188353061676,0.5888205193035619,0.21440394440359495,000000000387.png,samecat,deepfool
0.11761145323438076,0.7060783505439758,0.6713038670716719,0.6604823109510268,000000000387.png,diffcat,deepfool
0.17075039046567383,0.6266628503799438,0.7669816605337615,0.5893584991672165,000000000389.png,samecat,deepfool
0.1424441460729881,0.8428075909614563,0.7626385873697327,0.8163090416005975,000000000389.png,diffcat,deepfool
0.2296261203337555,0.7385897040367126,0.8249562013026008,0.75487165214361,000000000395.png,samecat,deepfool
0.16385000067762615,0.8068456649780273,0.7800695454164452,0.8048759620127163,000000000395.png,diffcat,deepfool
0.1299000577355711,0.9746235609054565,0.8559664122110887,0.9435702254817007,000000000397.png,samecat,deepfool
0.11655822552482685,0.9819853901863098,0.8824823386977781,0.9719005672590152,000000000397.png,diffcat,deepfool
0.15028864544279438,0.9440181851387024,0.8612501378058939,0.9088228425172433,000000000400.png,samecat,deepfool
0.13150000511912197,0.9615080952644348,0.8884483924598319,0.9468603593947567,000000000400.png,diffcat,deepfool
0.13620626673136582,0.865319013595581,0.6724190418126678,0.8266164439449569,000000000436.png,samecat,deepfool
0.09695521509457346,0.9685458540916443,0.40251107611367676,0.9728527766458692,000000000436.png,diffcat,deepfool
0.12119145065939063,0.23352178931236267,0.5766705098331075,0.17569810668441324,000000000438.png,samecat,deepfool
0.19554400532437485,0.8848059773445129,0.8177986596188088,0.8092670243218197,000000000438.png,diffcat,deepfool
0.1321090639940787,0.4719761610031128,0.5876941010116394,0.4231813335272229,000000000443.png,samecat,deepfool
0.10705569488159157,0.9423796534538269,0.573450913570527,0.9298981953654967,000000000443.png,diffcat,deepfool
0.12367961127756011,0.9554857611656189,0.7515444789993307,0.9094438184746844,000000000450.png,samecat,deepfool
0.10345311735303793,0.9668093919754028,0.5878266045742636,0.964012020276399,000000000450.png,diffcat,deepfool
0.15730065675227514,0.8592311143875122,0.8092434721782283,0.8289346990511013,000000000459.png,samecat,deepfool
0.10268281244363207,0.9658658504486084,0.577234446235904,0.9617212922705448,000000000459.png,diffcat,deepfool
0.09890331107279458,0.4553004503250122,0.6060108299243028,0.439374753218301,000000000471.png,samecat,deepfool
0.13254250513963295,0.6134641170501709,0.6599081587472041,0.6014382630043489,000000000471.png,diffcat,deepfool
0.15570101138255923,0.7212475538253784,0.6918335494264323,0.6952137333772169,000000000474.png,samecat,deepfool
0.09729161188535367,0.9762714505195618,0.43862522055939357,0.9771299610770586,000000000474.png,diffcat,deepfool
0.08480456262714327,0.1680583655834198,0.6061348547531835,0.1592152462722752,000000000491.png,samecat,deepfool
0.059610618454794206,0.17136482894420624,0.5010985132964816,0.17738263805583585,000000000491.png,diffcat,deepfool
0.2426552239419821,0.5771273970603943,0.7774655598605476,0.5439196402217573,000000000502.png,samecat,deepfool
0.15731651585778264,0.6340456008911133,0.7395806261218437,0.5962391809350137,000000000502.png,diffcat,deepfool
0.16176576524658184,0.412945419549942,0.6567082842389109,0.3441014610400936,000000000510.png,samecat,deepfool
0.17258354387518557,0.7268410921096802,0.7594108554824499,0.6699600293219786,000000000510.png,diffcat,deepfool
0.03213032270087275,0.10200534015893936,0.41732838403174777,0.12799500370922345,000000000529.png,samecat,deepfool
0.17499103369770308,0.6696925163269043,0.7112374876265194,0.6926545454829371,000000000529.png,diffcat,deepfool
0.18463471508455775,0.580994725227356,0.6676630959933958,0.48750462149373447,000000000532.png,samecat,deepfool
0.17784117926771278,0.9072129726409912,0.8692028516416268,0.8626394861200746,000000000532.png,diffcat,deepfool
0.03383458646616541,0.09197257459163666,0.4034850503623702,0.13456852327027455,000000000536.png,samecat,deepfool
0.058769002595476454,0.20367629826068878,0.4764925554776218,0.21828878500335375,000000000536.png,diffcat,deepfool
0.17574767832146782,0.8668814897537231,0.7723554047042458,0.7520868565258402,000000000544.png,samecat,deepfool
0.12322607047268724,0.987392246723175,0.8673124141217785,0.9609182658083829,000000000544.png,diffcat,deepfool
0.10579086406907688,0.5996265411376953,0.5914908268446251,0.5802464572966843,000000000562.png,samecat,deepfool
0.08445371426284937,0.7122058272361755,0.5155088214408812,0.7154772780473002,000000000562.png,diffcat,deepfool
0.1889148246204941,0.40867817401885986,0.7791004247219973,0.40723672283904655,000000000572.png,samecat,deepfool
0.1618314884645015,0.5867606997489929,0.7332882934302606,0.554908961975706,000000000572.png,diffcat,deepfool
0.14271643651128665,0.2747620642185211,0.6476123635118846,0.20460512429014813,000000000581.png,samecat,deepfool
0.23700163798780796,0.5534692406654358,0.7058383176135208,0.4243686191458649,000000000581.png,diffcat,deepfool
0.20350883851562276,0.7862579822540283,0.7310987482156492,0.6380104820775025,000000000599.png,samecat,deepfool
0.1427361336737062,0.9075287580490112,0.7338639204700228,0.822711344966294,000000000599.png,diffcat,deepfool
0.2908331470719714,0.5949131846427917,0.8316279636103718,0.6523343103906584,000000000612.png,samecat,deepfool
0.19116015598735964,0.7137880921363831,0.7407658021481818,0.7030325665522918,000000000612.png,diffcat,deepfool
0.20682993629794466,0.5686686635017395,0.6577787993203656,0.49354035294604975,000000000623.png,samecat,deepfool
0.16440343313051536,0.8281479477882385,0.7477861973643993,0.7901107530879025,000000000623.png,diffcat,deepfool
0.25182174481056757,0.8516929745674133,0.8523672107844643,0.8180728306892256,000000000636.png,samecat,deepfool
0.18380934206899477,0.8769922256469727,0.823721323776284,0.8522604372289944,000000000636.png,diffcat,deepfool
0.1667408679429286,0.5342432856559753,0.730569685243984,0.5277250282303106,000000000650.png,samecat,deepfool
0.15787628920181213,0.5992674827575684,0.6669621199723803,0.5757071837655762,000000000650.png,diffcat,deepfool
0.19921657800609144,0.8462485074996948,0.8401286861511237,0.8010676263754097,000000000659.png,samecat,deepfool
0.13566695936776563,0.8848891258239746,0.7761605842311272,0.8421441892016144,000000000659.png,diffcat,deepfool
0.1712178866376385,0.8061453700065613,0.7318670622205029,0.7104953754142292,000000000661.png,samecat,deepfool
0.14392372947659018,0.9233077764511108,0.7651700052809314,0.8710650429831233,000000000661.png,diffcat,deepfool
0.1991167743864572,0.5786342620849609,0.7559516621162262,0.5423337999437201,000000000692.png,samecat,deepfool
0.12463347096872467,0.839040219783783,0.6639367208717464,0.7985379961294301,000000000692.png,diffcat,deepfool
0.22585725535113466,0.4698077142238617,0.649217147154754,0.3496062025179093,000000000693.png,samecat,deepfool
0.30200645467964277,0.8267621994018555,0.8562350721958897,0.7652677366277476,000000000693.png,diffcat,deepfool
0.1462539030539832,0.30247804522514343,0.677622828194862,0.27225070839448995,000000000715.png,samecat,deepfool
0.15939480575339346,0.8911005258560181,0.7753398563122832,0.8341960342787091,000000000715.png,diffcat,deepfool
0.14101064024278767,0.22285160422325134,0.5611662082911716,0.2137218673054619,000000000723.png,samecat,deepfool
0.06696380989293155,0.2634046673774719,0.44080099558354396,0.2894064812026316,000000000723.png,diffcat,deepfool
0.1339210539349215,0.611208438873291,0.7013406570698043,0.57380979765227,000000000730.png,samecat,deepfool
0.13937852080683263,0.6982564330101013,0.6985888139328389,0.6570132951208325,000000000730.png,diffcat,deepfool
0.21252485089463222,0.5431897640228271,0.6890707419109767,0.3599995880714424,000000000735.png,samecat,deepfool
0.32826098085389577,0.9051430225372314,0.9411637171505104,0.8925825964966497,000000000735.png,diffcat,deepfool
0.1578340788779716,0.3110280930995941,0.6796844988239616,0.2768567359419921,000000000761.png,samecat,deepfool
0.1867596205924424,0.4631003439426422,0.7299681624237311,0.42244422174000623,000000000761.png,diffcat,deepfool
0.33949675624025616,0.5541428327560425,0.8115782129577425,0.6197047446137802,000000000772.png,samecat,deepfool
0.2798397930245286,0.647262692451477,0.7865417707029874,0.663336664026243,000000000772.png,diffcat,deepfool
0.1013371835707082,0.5831419229507446,0.6572434838175825,0.5695272248391721,000000000775.png,samecat,deepfool
0.1432255405768234,0.8009321093559265,0.7564779992783079,0.8016763607339864,000000000775.png,diffcat,deepfool
0.13318427426867896,0.5204628109931946,0.6548768149105704,0.4776853423797117,000000000790.png,samecat,deepfool
0.16246734269140503,0.764177680015564,0.7439775070463744,0.7245734975704804,000000000790.png,diffcat,deepfool
0.17272599069242703,0.3930778205394745,0.6305357764538135,0.3606392463258063,000000000797.png,samecat,deepfool
0.1593113595057553,0.8089421391487122,0.7117524688313801,0.7675081499279987,000000000797.png,diffcat,deepfool
0.1443319025026985,0.8227143883705139,0.7147532783304571,0.775264307629923,000000000810.png,samecat,deepfool
0.1429526909528693,0.9151625633239746,0.7298561327432431,0.8575020107642933,000000000810.png,diffcat,deepfool
0.12821637089516072,0.78526371717453,0.674621451058671,0.7759345819799714,000000000825.png,samecat,deepfool
0.09512961103817541,0.873437762260437,0.523407146937541,0.8722458367342789,000000000825.png,diffcat,deepfool
0.17007532762356825,0.26537567377090454,0.6854686941900392,0.27793288944792705,000000000839.png,samecat,deepfool
0.10869584536769607,0.4744991958141327,0.594936805025061,0.4506759851647206,000000000839.png,diffcat,deepfool
0.10481742718679526,0.9961379170417786,0.881458489190349,0.9922694548917622,000000000853.png,samecat,deepfool
0.10317469692137476,0.9955059885978699,0.8122753438880661,0.9923575434966555,000000000853.png,diffcat,deepfool
0.23189520761529625,0.6578159332275391,0.704342938020776,0.6352550325381984,000000000882.png,samecat,deepfool
0.11844742007419663,0.8249303102493286,0.6175499200047982,0.802683124404809,000000000882.png,diffcat,deepfool
0.10951073736882341,0.2209443598985672,0.6088424359290773,0.2096553996832333,000000000902.png,samecat,deepfool
0.19016245600410836,0.4699963629245758,0.6874427720909916,0.46726589975400556,000000000902.png,diffcat,deepfool
0.152057698929018,0.31770968437194824,0.6821414851381284,0.25661954294836786,000000000909.png,samecat,deepfool
0.10953828614858446,0.25864821672439575,0.5683883850473606,0.2073825563138003,000000000909.png,diffcat,deepfool
0.11258162517023432,0.22006674110889435,0.6978539956740234,0.21984008762575336,000000000913.png,samecat,deepfool
0.18605566931437187,0.5871030688285828,0.8021337501271625,0.5666812546929448,000000000913.png,diffcat,deepfool
0.2216719450762004,0.4003714919090271,0.8134424285891397,0.38614922473891433,000000000927.png,samecat,deepfool
0.344840471911312,0.6552011370658875,0.8524439559392468,0.6471883199628548,000000000927.png,diffcat,deepfool
0.1789485466960188,0.3303583562374115,0.6976114374692568,0.3231675518531179,000000000934.png,samecat,deepfool
0.19344419188898193,0.42658761143684387,0.668694699200334,0.39236895774330216,000000000934.png,diffcat,deepfool
0.3791463017269469,0.621026337146759,0.8862398752773799,0.6453491721242204,000000000955.png,samecat,deepfool
0.17027182982174327,0.4345511496067047,0.7208896348491464,0.379753392563287,000000000955.png,diffcat,deepfool
0.17673527037933817,0.29345813393592834,0.7505547908153538,0.26973552866423883,000000000960.png,samecat,deepfool
0.2602271567994015,0.491985946893692,0.7593303282849544,0.47269655115842235,000000000960.png,diffcat,deepfool
0.15387268533488543,0.5378878712654114,0.7094490269136737,0.4873538940457932,000000000962.png,samecat,deepfool
0.13855866675878048,0.9147481918334961,0.7571343924612799,0.8812801371335308,000000000962.png,diffcat,deepfool
0.1569916448818494,0.850371778011322,0.7580324930030033,0.8142369655567755,000000000982.png,samecat,deepfool
0.12898818334381174,0.9421802759170532,0.8307958792407245,0.9387368263683903,000000000982.png,diffcat,deepfool
0.16466969828480857,0.2967741787433624,0.7157654320816147,0.2867790738844003,000000000996.png,samecat,deepfool
0.17009579639691164,0.8501728177070618,0.8125367582146206,0.8133239657819736,000000000996.png,diffcat,deepfool
