iou_topk,mass_frac,roc_auc,pr_auc,filename,image_type
0.028446961446307994,0.33488738536834717,0.6028076024808149,0.3268064094469587,000000000030.png,samecat
0.014005815329478987,0.501568078994751,0.5743516154797077,0.4926106664823571,000000000030.png,diffcat
0.042287949156685406,0.7594780325889587,0.7857604344115874,0.6203706604883632,000000000042.png,samecat
0.024558213416099737,0.8424471616744995,0.8539441077836191,0.7824750267708803,000000000042.png,diffcat
0.005615669086426517,0.1057671383023262,0.6013980540717399,0.11750256955563407,000000000071.png,samecat
0.02433804708153246,0.43409454822540283,0.6546626876537069,0.39769080349263736,000000000071.png,diffcat
0.021321621082052305,0.3062386214733124,0.6780436654277838,0.28465150370494413,000000000072.png,samecat
0.018279701809206964,0.6906301975250244,0.6943994888726706,0.6759390361961652,000000000072.png,diffcat
0.04599504123867834,0.40183284878730774,0.6895708035831325,0.34248892771814027,000000000073.png,samecat
0.03592008491925089,0.5193719863891602,0.7435142252047204,0.4612682921021729,000000000073.png,diffcat
0.02295950120511921,0.5598358511924744,0.697250798378156,0.505600833745636,000000000089.png,samecat
0.02559870297300465,0.8390462398529053,0.8502539752693706,0.8053270110262063,000000000089.png,diffcat
0.015339538090313685,0.6271042227745056,0.7272852650446779,0.6176648882687967,000000000092.png,samecat
0.016514193675713187,0.7812544703483582,0.7167620702891068,0.7696727799796325,000000000092.png,diffcat
0.04572408373222833,0.29750147461891174,0.6740437710947367,0.2214952879843931,000000000113.png,samecat
0.05875949084412684,0.47904863953590393,0.78317619787555,0.4024755885136,000000000113.png,diffcat
0.045490985700169656,0.48517969250679016,0.7777271216372597,0.5268655473733397,000000000127.png,samecat
0.0153576207131288,0.876950204372406,0.7429709464504517,0.8492727267459257,000000000127.png,diffcat
0.015893324924808383,0.8937248587608337,0.8327879275589513,0.8856546883219584,000000000133.png,samecat
0.011526198904989116,0.9778271913528442,0.9008506036604476,0.9799827900698258,000000000133.png,diffcat
0.049686617865173914,0.5294957756996155,0.811338985075317,0.5017076315338862,000000000136.png,samecat
0.027696809665877942,0.7239788174629211,0.7526447014840012,0.6291064170975494,000000000136.png,diffcat
0.04079212997083988,0.7159062623977661,0.8013576029182071,0.638055575719558,000000000151.png,samecat
0.020356680982868455,0.9242258667945862,0.8422162394761784,0.8342729748993297,000000000151.png,diffcat
0.031683288002417646,0.6659576892852783,0.709967508451792,0.5863354248713636,000000000165.png,samecat
0.01859748958725068,0.817483127117157,0.7482757521829939,0.7641552560741954,000000000165.png,diffcat
0.012116813291973132,0.9428043961524963,0.7971766349738056,0.9467141091401402,000000000194.png,samecat
0.01108323676357601,0.924693763256073,0.5852838729583387,0.9243287392673849,000000000194.png,diffcat
0.011929415727166388,0.9745383858680725,0.8871759253536621,0.9693035328342067,000000000196.png,samecat
0.01088366819928198,0.9751211404800415,0.7768522943857887,0.9676559593928721,000000000196.png,diffcat
0.0207190099934021,0.843933641910553,0.8248097588109541,0.7943212030398055,000000000208.png,samecat
0.01311805246219989,0.9307868480682373,0.7957089710145173,0.905566077467871,000000000208.png,diffcat
0.03333616202760806,0.6210796236991882,0.8025809213419788,0.6175955870330125,000000000241.png,samecat
0.019610545952453155,0.688019335269928,0.7158177239931874,0.6367124522668912,000000000241.png,diffcat
0.02050759120779515,0.6884049773216248,0.6812953302543612,0.6335913321508753,000000000247.png,samecat
0.009694683448016238,0.9720354080200195,0.35925169266138063,0.9737427011492937,000000000247.png,diffcat
0.018039984088866628,0.7585285305976868,0.7372924867033023,0.7160701358028456,000000000283.png,samecat
0.013422406196848296,0.9140129685401917,0.7598364841747578,0.891142677098311,000000000283.png,diffcat
0.033924625216508394,0.5534074306488037,0.7344762872274155,0.4861064486888273,000000000294.png,samecat
0.016785110908954112,0.7871086597442627,0.7514055640257686,0.7512352305283015,000000000294.png,diffcat
0.015201224846894137,0.1758955419063568,0.5554303932456544,0.15780398125393744,000000000308.png,samecat
0.02143083504991285,0.3814264237880707,0.5828680288192912,0.351326447755973,000000000308.png,diffcat
0.042805100182149364,0.23665615916252136,0.599297122697819,0.1977340397528185,000000000321.png,samecat
0.046295230420935495,0.5239201188087463,0.786942525148952,0.5086198937634305,000000000321.png,diffcat
0.05527435184525083,0.4279511868953705,0.781743209503908,0.43753527199840836,000000000328.png,samecat
0.030458327522893135,0.6874826550483704,0.7972697487360656,0.6756753089825978,000000000328.png,diffcat
0.01389258372498596,0.1839521825313568,0.6805149315373256,0.1773451956425872,000000000332.png,samecat
0.029768530086545668,0.696427583694458,0.7792318075840194,0.6787791075321192,000000000332.png,diffcat
0.0036781979514853747,0.13039956986904144,0.39224315988996183,0.21769003229917616,000000000349.png,samecat
0.009432562127933246,0.43277713656425476,0.5312152003537691,0.4522321311218224,000000000349.png,diffcat
0.03746147158776575,0.39275702834129333,0.7717804566063501,0.40418469270732604,000000000370.png,samecat
0.026463234629635207,0.4190484583377838,0.679433322798342,0.3995331165973801,000000000370.png,diffcat
0.02099125364431487,0.23935188353061676,0.5888205193035619,0.21440394440359495,000000000387.png,samecat
0.014854232866637989,0.7060783505439758,0.6713038670716719,0.6604823109510268,000000000387.png,diffcat
0.024197498612154263,0.6266628503799438,0.7669816605337615,0.5893584991672165,000000000389.png,samecat
0.016023946795825292,0.8428075909614563,0.7626385873697327,0.8163090416005975,000000000389.png,diffcat
0.025268971524155474,0.7385897040367126,0.8249562013026008,0.75487165214361,000000000395.png,samecat
0.01720468494693048,0.8068456649780273,0.7800695454164452,0.8048759620127163,000000000395.png,diffcat
0.013052723841016727,0.9746235609054565,0.8559664122110887,0.9435702254817007,000000000397.png,samecat
0.011683286868253628,0.9819853901863098,0.8824823386977781,0.9719005672590152,000000000397.png,diffcat
0.015376762959660197,0.9440181851387024,0.8612501378058939,0.9088228425172433,000000000400.png,samecat
0.013391024061755769,0.9615080952644348,0.8884483924598319,0.9468603593947567,000000000400.png,diffcat
0.0142643095887554,0.865319013595581,0.6724190418126678,0.8266164439449569,000000000436.png,samecat
0.009969232684146859,0.9685458540916443,0.40251107611367676,0.9728527766458692,000000000436.png,diffcat
0.037613840268138264,0.23352178931236267,0.5766705098331075,0.17569810668441324,000000000438.png,samecat
0.021022153066298784,0.8848059773445129,0.8177986596188088,0.8092670243218197,000000000438.png,diffcat
0.02346382755114863,0.4719761610031128,0.5876941010116394,0.4231813335272229,000000000443.png,samecat
0.01106467409658899,0.9423796534538269,0.573450913570527,0.9298981953654967,000000000443.png,diffcat
0.012612118412441775,0.9554857611656189,0.7515444789993307,0.9094438184746844,000000000450.png,samecat
0.01053215300353215,0.9668093919754028,0.5878266045742636,0.964012020276399,000000000450.png,diffcat
0.015589376226696889,0.8592311143875122,0.8092434721782283,0.8289346990511013,000000000459.png,samecat
0.01021863213325996,0.9658658504486084,0.577234446235904,0.9617212922705448,000000000459.png,diffcat
0.010665715078704254,0.4553004503250122,0.6060108299243028,0.439374753218301,000000000471.png,samecat
0.015380199488123998,0.6134641170501709,0.6599081587472041,0.6014382630043489,000000000471.png,diffcat
0.01801084075408762,0.7212475538253784,0.6918335494264323,0.6952137333772169,000000000474.png,samecat
0.010090382494991692,0.9762714505195618,0.43862522055939357,0.9771299610770586,000000000474.png,diffcat
0.004727212057171459,0.1680583655834198,0.6061348547531835,0.1592152462722752,000000000491.png,samecat
0.00921640520125824,0.17136482894420624,0.5010985132964816,0.17738263805583585,000000000491.png,diffcat
0.02989063652002949,0.5771273970603943,0.7774655598605476,0.5439196402217573,000000000502.png,samecat
0.019826579296418744,0.6340456008911133,0.7395806261218437,0.5962391809350137,000000000502.png,diffcat
0.029024984215748173,0.412945419549942,0.6567082842389109,0.3441014610400936,000000000510.png,samecat
0.021658829891568362,0.7268410921096802,0.7594108554824499,0.6699600293219786,000000000510.png,diffcat
0.008042328042328042,0.10200534015893936,0.41732838403174777,0.12799500370922345,000000000529.png,samecat
0.019163078600694362,0.6696925163269043,0.7112374876265194,0.6926545454829371,000000000529.png,diffcat
0.027350730662475762,0.580994725227356,0.6676630959933958,0.48750462149373447,000000000532.png,samecat
0.019094035026371768,0.9072129726409912,0.8692028516416268,0.8626394861200746,000000000532.png,diffcat
0.004659852731069348,0.09197257459163666,0.4034850503623702,0.13456852327027455,000000000536.png,samecat
0.011405852831910318,0.20367629826068878,0.4764925554776218,0.21828878500335375,000000000536.png,diffcat
0.01991572342519685,0.8668814897537231,0.7723554047042458,0.7520868565258402,000000000544.png,samecat
0.012329707963269607,0.987392246723175,0.8673124141217785,0.9609182658083829,000000000544.png,diffcat
0.010897491411910742,0.5996265411376953,0.5914908268446251,0.5802464572966843,000000000562.png,samecat
0.008581271531475101,0.7122058272361755,0.5155088214408812,0.7154772780473002,000000000562.png,diffcat
0.030868091145628006,0.40867817401885986,0.7791004247219973,0.40723672283904655,000000000572.png,samecat
0.02548387823618215,0.5867606997489929,0.7332882934302606,0.554908961975706,000000000572.png,diffcat
0.03052276037309039,0.2747620642185211,0.6476123635118846,0.20460512429014813,000000000581.png,samecat
0.0476120158636402,0.5534692406654358,0.7058383176135208,0.4243686191458649,000000000581.png,diffcat
0.024154110166549284,0.7862579822540283,0.7310987482156492,0.6380104820775025,000000000599.png,samecat
0.015350106589828286,0.9075287580490112,0.7338639204700228,0.822711344966294,000000000599.png,diffcat
0.034550156362761604,0.5949131846427917,0.8316279636103718,0.6523343103906584,000000000612.png,samecat
0.02249495832503873,0.7137880921363831,0.7407658021481818,0.7030325665522918,000000000612.png,diffcat
0.03582855251544572,0.5686686635017395,0.6577787993203656,0.49354035294604975,000000000623.png,samecat
0.017781915038186612,0.8281479477882385,0.7477861973643993,0.7901107530879025,000000000623.png,diffcat
0.02541132214498318,0.8516929745674133,0.8523672107844643,0.8180728306892256,000000000636.png,samecat
0.018551549383502498,0.8769922256469727,0.823721323776284,0.8522604372289944,000000000636.png,diffcat
0.02223561954748564,0.5342432856559753,0.730569685243984,0.5277250282303106,000000000650.png,samecat
0.022649117683081938,0.5992674827575684,0.6669621199723803,0.5757071837655762,000000000650.png,diffcat
0.022157784390639795,0.8462485074996948,0.8401286861511237,0.8010676263754097,000000000659.png,samecat
0.015118927856985927,0.8848891258239746,0.7761605842311272,0.8421441892016144,000000000659.png,diffcat
0.01817085301189721,0.8061453700065613,0.7318670622205029,0.7104953754142292,000000000661.png,samecat
0.014684954225075918,0.9233077764511108,0.7651700052809314,0.8710650429831233,000000000661.png,diffcat
0.022730153900763165,0.5786342620849609,0.7559516621162262,0.5423337999437201,000000000692.png,samecat
0.01444651245236196,0.839040219783783,0.6639367208717464,0.7985379961294301,000000000692.png,diffcat
0.0410600018547714,0.4698077142238617,0.649217147154754,0.3496062025179093,000000000693.png,samecat
0.031725074986540876,0.8267621994018555,0.8562350721958897,0.7652677366277476,000000000693.png,diffcat
0.02346553995729408,0.30247804522514343,0.677622828194862,0.27225070839448995,000000000715.png,samecat
0.016452393075356415,0.8911005258560181,0.7753398563122832,0.8341960342787091,000000000715.png,diffcat
0.03225806451612903,0.22285160422325134,0.5611662082911716,0.2137218673054619,000000000723.png,samecat
0.010157262442646493,0.2634046673774719,0.44080099558354396,0.2894064812026316,000000000723.png,diffcat
0.011414043540486963,0.611208438873291,0.7013406570698043,0.57380979765227,000000000730.png,samecat
0.01481560516107398,0.6982564330101013,0.6985888139328389,0.6570132951208325,000000000730.png,diffcat
0.07275439653441203,0.5431897640228271,0.6890707419109767,0.3599995880714424,000000000735.png,samecat
0.03378840030423741,0.9051430225372314,0.9411637171505104,0.8925825964966497,000000000735.png,diffcat
0.055404366088859965,0.3110280930995941,0.6796844988239616,0.2768567359419921,000000000761.png,samecat
0.025291699814372844,0.4631003439426422,0.7299681624237311,0.42244422174000623,000000000761.png,diffcat
0.04119517787145921,0.5541428327560425,0.8115782129577425,0.6197047446137802,000000000772.png,samecat
0.02874748654083155,0.647262692451477,0.7865417707029874,0.663336664026243,000000000772.png,diffcat
0.010156643973777106,0.5831419229507446,0.6572434838175825,0.5695272248391721,000000000775.png,samecat
0.016707356718958163,0.8009321093559265,0.7564779992783079,0.8016763607339864,000000000775.png,diffcat
0.010981872177194828,0.5204628109931946,0.6548768149105704,0.4776853423797117,000000000790.png,samecat
0.017977408516654757,0.764177680015564,0.7439775070463744,0.7245734975704804,000000000790.png,diffcat
0.03332523766567205,0.3930778205394745,0.6305357764538135,0.3606392463258063,000000000797.png,samecat
0.01687290608451313,0.8089421391487122,0.7117524688313801,0.7675081499279987,000000000797.png,diffcat
0.01657210916588758,0.8227143883705139,0.7147532783304571,0.775264307629923,000000000810.png,samecat
0.014615027647785661,0.9151625633239746,0.7298561327432431,0.8575020107642933,000000000810.png,diffcat
0.015057965197270559,0.78526371717453,0.674621451058671,0.7759345819799714,000000000825.png,samecat
0.009398488050369273,0.873437762260437,0.523407146937541,0.8722458367342789,000000000825.png,diffcat
0.051494647225134214,0.26537567377090454,0.6854686941900392,0.27793288944792705,000000000839.png,samecat
0.01789038366722679,0.4744991958141327,0.594936805025061,0.4506759851647206,000000000839.png,diffcat
0.010480143307262928,0.9961379170417786,0.881458489190349,0.9922694548917622,000000000853.png,samecat
0.010320238456177378,0.9955059885978699,0.8122753438880661,0.9923575434966555,000000000853.png,diffcat
0.027218053116185,0.6578159332275391,0.704342938020776,0.6352550325381984,000000000882.png,samecat
0.013615710032903327,0.8249303102493286,0.6175499200047982,0.802683124404809,000000000882.png,diffcat
0.026225246578484594,0.2209443598985672,0.6088424359290773,0.2096553996832333,000000000902.png,samecat
0.032585910280319784,0.4699963629245758,0.6874427720909916,0.46726589975400556,000000000902.png,diffcat
0.030199180602437578,0.31770968437194824,0.6821414851381284,0.25661954294836786,000000000909.png,samecat
0.017824687411040794,0.25864821672439575,0.5683883850473606,0.2073825563138003,000000000909.png,diffcat
0.004580840571728954,0.22006674110889435,0.6978539956740234,0.21984008762575336,000000000913.png,samecat
0.019740285635951246,0.5871030688285828,0.8021337501271625,0.5666812546929448,000000000913.png,diffcat
0.06086602586179905,0.4003714919090271,0.8134424285891397,0.38614922473891433,000000000927.png,samecat
0.05299086434257703,0.6552011370658875,0.8524439559392468,0.6471883199628548,000000000927.png,diffcat
0.05170765390131195,0.3303583562374115,0.6976114374692568,0.3231675518531179,000000000934.png,samecat
0.03924794794054574,0.42658761143684387,0.668694699200334,0.39236895774330216,000000000934.png,diffcat
0.07031522468142186,0.621026337146759,0.8862398752773799,0.6453491721242204,000000000955.png,samecat
0.043127395121555584,0.4345511496067047,0.7208896348491464,0.379753392563287,000000000955.png,diffcat
0.020722494929602306,0.29345813393592834,0.7505547908153538,0.26973552866423883,000000000960.png,samecat
0.04276220745449292,0.491985946893692,0.7593303282849544,0.47269655115842235,000000000960.png,diffcat
0.02555879136407761,0.5378878712654114,0.7094490269136737,0.4873538940457932,000000000962.png,samecat
0.013939116746085773,0.9147481918334961,0.7571343924612799,0.8812801371335308,000000000962.png,diffcat
0.016676813077212027,0.850371778011322,0.7580324930030033,0.8142369655567755,000000000982.png,samecat
0.01297015576077048,0.9421802759170532,0.8307958792407245,0.9387368263683903,000000000982.png,diffcat
0.03473447124908415,0.2967741787433624,0.7157654320816147,0.2867790738844003,000000000996.png,samecat
0.018652510635203432,0.8501728177070618,0.8125367582146206,0.8133239657819736,000000000996.png,diffcat
