iou_topk,mass_frac,roc_auc,pr_auc,filename,image_type,attack_type
0.02579011736434441,0.28819847106933594,0.5095291610222411,0.24737205336893783,000000000030.png,samecat,pgd
0.20616622202641735,0.5122855305671692,0.6365758077822283,0.601393450040177,000000000030.png,diffcat,pgd
0.2357268764315344,0.29296964406967163,0.668948100996799,0.3466914279735243,000000000042.png,samecat,pgd
0.0933509682897358,0.4292542040348053,0.605560630111173,0.40573396825724967,000000000042.png,diffcat,pgd
0.010307034589972794,0.06589257717132568,0.38071239565776344,0.0769980589889143,000000000071.png,samecat,pgd
0.005459525656966037,0.19142629206180573,0.3598710707450432,0.20322060357290944,000000000071.png,diffcat,pgd
0.19273359714066887,0.3327394425868988,0.7741344524834639,0.40262323296228925,000000000072.png,samecat,pgd
0.1383555205352576,0.5970888733863831,0.581209147030471,0.6179348135875586,000000000072.png,diffcat,pgd
0.24812387890324705,0.18305864930152893,0.7132773851604719,0.32223815044816123,000000000073.png,samecat,pgd
0.13139065955509302,0.16644343733787537,0.4263672953787508,0.21933644596353497,000000000073.png,diffcat,pgd
0.07130629998596885,0.36685603857040405,0.5552531610788345,0.3633391547026414,000000000089.png,samecat,pgd
0.3433714905832108,0.5390358567237854,0.8123742862221355,0.692622226913066,000000000089.png,diffcat,pgd
0.13730907974518383,0.35326269268989563,0.33526531959368705,0.3740156999526727,000000000092.png,samecat,pgd
0.10756654812536987,0.5245055556297302,0.318214056599908,0.5027132832661109,000000000092.png,diffcat,pgd
0.0139811695059357,0.10104692727327347,0.3594106730262975,0.07612067556942467,000000000113.png,samecat,pgd
0.008883357651703717,0.06731940805912018,0.18065692985680937,0.08203809807704851,000000000113.png,diffcat,pgd
0.02908546114404536,0.25355058908462524,0.5827178810493705,0.22383723252071888,000000000127.png,samecat,pgd
0.14474856334387173,0.7922016382217407,0.6677341212767902,0.7957566360853167,000000000127.png,diffcat,pgd
0.2650989530921738,0.6423338055610657,0.5874444751201767,0.7580186660654772,000000000133.png,samecat,pgd
0.10440949335421697,0.8435580730438232,0.4298688051633856,0.8626682606593234,000000000133.png,diffcat,pgd
0.0408655779905076,0.14107125997543335,0.3698832022037951,0.12008469456516073,000000000136.png,samecat,pgd
0.13892475642681065,0.3472405970096588,0.5533938539292905,0.3849814150040135,000000000136.png,diffcat,pgd
0.054968489021789635,0.204304039478302,0.4043673584006232,0.20046057014265267,000000000151.png,samecat,pgd
0.11874274990210058,0.4460011422634125,0.44602559378959705,0.48317533807364343,000000000151.png,diffcat,pgd
0.1480342969938726,0.35784927010536194,0.5980392550467847,0.42011260619221524,000000000165.png,samecat,pgd
0.09315524786101495,0.5117682814598083,0.45366009918563077,0.5283186812661708,000000000165.png,diffcat,pgd
