iou_topk,mass_frac,roc_auc,pr_auc,filename,image_type
0.25884284436887084,0.4188292324542999,0.6904716029927634,0.6539718807927163,000000000030.png,samecat
0.13972593400599945,0.7053464651107788,0.7795670341083852,0.8055003817491715,000000000030.png,diffcat
0.20809738025932786,0.2895074188709259,0.7274954530483381,0.4686638137264988,000000000042.png,samecat
0.11277774769408494,0.45375949144363403,0.727845738326548,0.5370240032903347,000000000042.png,diffcat
0.0,0.10643856227397919,0.47833511538863754,0.12219429942770571,000000000071.png,samecat
0.03524519751503306,0.2995840013027191,0.5408890781804236,0.30065971327363866,000000000071.png,diffcat
0.27279648209801494,0.3057458698749542,0.7300975830203063,0.3518057485723989,000000000072.png,samecat
0.08141929242675511,0.6250281929969788,0.6635120659357812,0.6442729272766335,000000000072.png,diffcat
0.020394923569719822,0.13599427044391632,0.37767659837893,0.1500137472581541,000000000073.png,samecat
0.3999083567214617,0.19727903604507446,0.5246578693904012,0.5185557276863698,000000000073.png,diffcat
0.10594548186306074,0.4812189042568207,0.8502108485475821,0.6568707177657416,000000000089.png,samecat
0.09227526445216441,0.5007216334342957,0.772028637249911,0.6874658057973317,000000000089.png,diffcat
0.03175353172950636,0.38628914952278137,0.3321714351346696,0.42472769618723094,000000000092.png,samecat
0.10746895893027698,0.6880878210067749,0.73880607398745,0.8086434606349752,000000000092.png,diffcat
0.39928105445346823,0.24462410807609558,0.9143255869554838,0.49308275878321595,000000000113.png,samecat
0.0,0.15066814422607422,0.5599656111294034,0.1866565966307484,000000000113.png,diffcat
0.2566042670851549,0.25614482164382935,0.6619095159733204,0.48912370942491984,000000000127.png,samecat
0.06129107981220657,0.7829919457435608,0.7762394581892296,0.8690851020734631,000000000127.png,diffcat
0.10655816409813242,0.808205246925354,0.8055854121108371,0.8624640136737095,000000000133.png,samecat
0.05870841487279843,0.8727403879165649,0.5106880053453685,0.8773049344772742,000000000133.png,diffcat
0.32004251854532295,0.2419358789920807,0.8027711697929591,0.5070125327248942,000000000136.png,samecat
0.16656928452769662,0.46111181378364563,0.8857866912940561,0.7927185240728667,000000000136.png,diffcat
0.22865301015415712,0.2953038811683655,0.6333358499970186,0.4617412489763868,000000000151.png,samecat
0.17141670725961652,0.6247396469116211,0.6542828399636778,0.6699504763958894,000000000151.png,diffcat
0.1102269596728051,0.3972691297531128,0.751826542242421,0.48798643822813303,000000000165.png,samecat
0.10424811789999504,0.6863366961479187,0.7832934579049715,0.7722115109759715,000000000165.png,diffcat
